Index	Entry	Entry.name	Protein.names	Gene.names
173760	P72139	HIS62_PSEAE	Putative imidazole glycerol phosphate synthase subunit hisF2 (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit hisF2) (ImGP synthase subunit hisF2) (IGPS subunit hisF2)	hisF2 PA3151
133078	P72151	FLICB_PSEAE	B-type flagellin	fliC PA1092
481804	P72154	TRUB_PSEAE	tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB orp PA4742
326289	P72157	PURE_PSEAE	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE PA5426
326313	P72158	PURK_PSEAE	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK PA5425
292051	P72161	PBP5_PSEAE	D-alanyl-D-alanine endopeptidase (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 5) (PBP-5)	pbpG PA0869
328871	P72170	PYRC_PSEAE	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PA3527
285495	P72171	ORUR_PSEAE	Ornithine utilization regulator	oruR PA0831
3754	P72173	AAT_PSEAE	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC PA3139
496296	P72174	UVRB_PSEAE	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB PA3138
170140	P77915	HEMN_PSEAE	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	hemN PA1546
29931	P80357	ASTA_PSEAE	Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)	astA aruF PA0896
30406	P80358	ASTG_PSEAE	Arginine N-succinyltransferase subunit beta (EC 2.3.1.109) (AOST) (AST) (ARUAII)	aruG PA0897
268103	P95412	NIRD_PSEAE	Protein NirD	nirD PA0515
268116	P95413	NIRL_PSEAE	Protein NirL	nirL PA0514
268110	P95414	NIRG_PSEAE	Protein NirG	nirG PA0513
268112	P95415	NIRH_PSEAE	Protein NirH	nirH PA0512
319570	P95434	PSCF_PSEAE	Type III export protein PscF (Pseudomonas secretion protein F)	pscF PA1719
319571	P95435	PSCG_PSEAE	Type III export protein PscG (Pseudomonas secretion protein G)	pscG PA1720
526808	P95453	Y4753_PSEAE	Probable RNA-binding protein PA4753	PA4753
380326	P95454	RLME_PSEAE	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ PA4752
92676	P95458	DCUP_PSEAE	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE PA5034
79131	P95459	CSPA_PSEAE	Major cold shock protein CspA	cspA PA3266
14037	P96956	ALGK_PSEAE	Alginate biosynthesis protein AlgK	algK PA3543
335272	P96963	RADA_PSEAE	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA)	radA PA4609
161887	Q00512	GSPE_PSEAE	Type II secretion system protein E (T2SS protein E) (General secretion pathway protein E) (Type II traffic warden ATPase)	xcpR PA3103
161895	Q00513	GSPF_PSEAE	Type II secretion system protein F (T2SS protein F) (General secretion pathway protein F)	xcpS PA3102
161903	Q00514	GSPG_PSEAE	Type II secretion system protein G (T2SS protein G) (General secretion pathway protein G) (PilD-dependent protein PddA)	xcpT pddA PA3101
161911	Q00515	GSPH_PSEAE	Type II secretion system protein H (T2SS protein H) (General secretion pathway protein H) (PilD-dependent protein PddB)	xcpU pddB PA3100
161919	Q00516	GSPI_PSEAE	Type II secretion system protein I (T2SS protein I) (General secretion pathway protein I) (PilD-dependent protein PddC)	xcpV pddC PA3099
161927	Q00517	GSPJ_PSEAE	Type II secretion system protein J (T2SS protein J) (General secretion pathway protein J) (PilD-dependent protein PddD)	xcpW pddD PA3098
161935	Q00518	GSPK_PSEAE	Type II secretion system protein K (T2SS protein K) (General secretion pathway protein K)	xcpX PA3097
302623	Q00934	PILR_PSEAE	Type 4 fimbriae expression regulatory protein PilR	pilR PA4547
45076	Q00982	BLO5_PSEAI	Beta-lactamase OXA-5 (EC 3.5.2.6)	bla oxa5
45037	Q00983	BLL1_PSEAI	Beta-lactamase LCR-1 (EC 3.5.2.6)	lcr1
300717	Q01269	PHEC_PSEAE	Cyclohexadienyl dehydratase [Includes: Prephenate dehydratase (EC 4.2.1.51); Arogenate dehydratase (EC 4.2.1.91)]	pheC PA3475
283865	Q01602	OPDE_PSEAE	Transcription regulatory protein OpdE	opdE PA2219
519140	Q01609	Y2218_PSEAE	Uncharacterized protein PA2218	PA2218
284320	Q01610	OPRR_PSEAE	Putative transcriptional regulator	PA2220
270020	Q01708	NOSD_PSEAI	Copper-binding periplasmic protein (Fragment)	nosD
270045	Q01709	NOSR_PSEAI	Regulatory protein NosR (Fragment)	nosR
270060	Q01710	NOSZ_PSEAI	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)	nosZ
215268	Q01725	LIFO_PSEAE	Lipase chaperone (Lipase foldase) (Lipase helper protein) (Lipase modulator)	lifO lipB lipH PA2863
386194	Q02DD9	RNPA_PSEAB	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA PA14_73420
541692	Q02DE0	YIDC_PSEAB	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC PA14_73410
240725	Q02DE1	MNME_PSEAB	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE PA14_73400
241335	Q02DE3	MNMG_PSEAB	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA PA14_73370
416047	Q02DE4	RSMG_PSEAB	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG PA14_73360
32663	Q02DE8	ATP6_PSEAB	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB PA14_73310
38834	Q02DE9	ATPL_PSEAB	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE PA14_73300
37290	Q02DF0	ATPF_PSEAB	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF PA14_73290
35617	Q02DF1	ATPD_PSEAB	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH PA14_73280
33792	Q02DF2	ATPA_PSEAB	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA PA14_73260
38020	Q02DF3	ATPG_PSEAB	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG PA14_73250
34805	Q02DF4	ATPB_PSEAB	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD PA14_73240
36376	Q02DF5	ATPE_PSEAB	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC PA14_73230
151654	Q02DF6	GLMU_PSEAB	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU PA14_73220
145158	Q02DG9	GCH4_PSEAB	GTP cyclohydrolase FolE2 (EC 3.5.4.16)	folE2 PA14_73050
295778	Q02DJ3	PDXY_PSEAB	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35)	pdxY PA14_72780
234124	Q02DK6	METN2_PSEAB	Methionine import ATP-binding protein MetN 2 (EC 3.6.3.-)	metN2 PA14_72620
552807	Q02DK9	ZNUC_PSEAB	Zinc import ATP-binding protein ZnuC (EC 3.6.3.-)	znuC PA14_72580
204621	Q02DL4	KHSE_PSEAB	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB PA14_72510
117357	Q02DL7	ENGB_PSEAB	Probable GTP-binding protein EngB	engB PA14_72480
105732	Q02DM0	DSBA_PSEAB	Thiol:disulfide interchange protein DsbA	dsbA PA14_72450
530240	Q02DM7	Y7237_PSEAB	UPF0391 membrane protein PA14_72370	PA14_72370
250813	Q02DS7	MTR_PSEAB	Tryptophan-specific transport protein (Tryptophan permease)	mtr PA14_71710
67376	Q02DW8	CLSA_PSEAB	Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)	clsA cls PA14_71220
42307	Q02DY8	BETI_PSEAB	HTH-type transcriptional regulator BetI	betI PA14_70970
42202	Q02DY9	BETB_PSEAB	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB PA14_70950
42076	Q02DZ0	BETA_PSEAB	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	betA PA14_70940
321294	Q02DZ3	PSTS_PSEAB	Phosphate-binding protein PstS	pstS PA14_70860
488066	Q02E04	UBIA_PSEAB	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	ubiA PA14_70730
488405	Q02E05	UBIC_PSEAB	Probable chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	ubiC PA14_70720
392754	Q02E25	RPOZ_PSEAB	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ PA14_70450
386651	Q02E28	RNPH_PSEAB	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph PA14_70420
329867	Q02E31	PYRE_PSEAB	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PA14_70370
21320	Q02E39	ARGB_PSEAB	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)	argB PA14_70280
13994	Q02E40	ALGC_PSEAB	Phosphomannomutase/phosphoglucomutase (PMM / PGM) (EC 5.4.2.2) (EC 5.4.2.8)	algC PA14_70270
107594	Q02E41	DUT_PSEAB	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut PA14_70260
530037	Q02E43	Y7023_PSEAB	UPF0758 protein PA14_70230	PA14_70230
366629	Q02E46	RL28_PSEAB	50S ribosomal protein L28	rpmB PA14_70190
507699	Q02E64	XPT_PSEAB	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt PA14_69940
506807	Q02E82	XERC_PSEAB	Tyrosine recombinase XerC	xerC PA14_69710
90194	Q02E84	DAPF_PSEAB	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF PA14_69690
23530	Q02EA0	ARLY_PSEAB	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH PA14_69500
168998	Q02EA3	HEM3_PSEAB	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC PA14_69450
105752	Q02EA7	DSBB2_PSEAB	Disulfide bond formation protein B 2 (Disulfide oxidoreductase 2)	dsbB2 PA14_69400
529930	Q02EB7	Y6928_PSEAB	UPF0178 protein PA14_69280	PA14_69280
488552	Q02EC7	UBID_PSEAB	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD PA14_69150
529906	Q02ED9	Y6901_PSEAB	UPF0149 protein PA14_69010	PA14_69010
20898	Q02EG0	ARGA_PSEAB	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA PA14_68740
161555	Q02EG1	GSH1_PSEAB	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA PA14_68730
347678	Q02EG7	RIMK_PSEAB	Probable alpha-L-glutamate ligase (EC 6.3.2.-)	rimK PA14_68660
180113	Q02EH1	HSLO_PSEAB	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	hslO PA14_68610
292647	Q02EH2	PCKA_PSEAB	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA PA14_68580
130643	Q02EL6	FETP_PSEAB	Probable Fe(2+)-trafficking protein	PA14_68000
174760	Q02EM2	HIS7_PSEAB	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB PA14_67930
173267	Q02EM5	HIS4_PSEAB	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA PA14_67890
174178	Q02EM6	HIS6_PSEAB	Imidazole glycerol phosphate synthase subunit HisF (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF PA14_67880
158297	Q02EN5	GPMI_PSEAB	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI PA14_67770
427634	Q02EN8	SECB_PSEAB	Protein-export protein SecB	secB PA14_67720
467154	Q02EP8	THII_PSEAB	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI PA14_67580
124128	Q02EQ6	F16PA_PSEAB	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp PA14_67490
183548	Q02ER6	HUTU_PSEAB	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU PA14_67350
183080	Q02ER8	HUTH_PSEAB	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	hutH PA14_67320
183307	Q02ES4	HUTI_PSEAB	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	hutI PA14_67250
106579	Q02ET8	DTD_PSEAB	D-aminoacyl-tRNA deacylase (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase)	dtd PA14_67100
284030	Q02ET9	OPGG_PSEAB	Glucans biosynthesis protein G	opgG PA14_67090
284086	Q02EU0	OPGH_PSEAB	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	opgH PA14_67065
461322	Q02EU8	TATB_PSEAB	Sec-independent protein translocase protein TatB	tatB PA14_66970
461090	Q02EU9	TATA_PSEAB	Sec-independent protein translocase protein TatA	tatA PA14_66960
172437	Q02EV0	HIS2_PSEAB	Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)	hisE PA14_66950
172770	Q02EV1	HIS3_PSEAB	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	hisI PA14_66940
488238	Q02EV2	UBIB_PSEAB	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB PA14_66920
488762	Q02EV4	UBIE_PSEAB	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE PA14_66900
180512	Q02EW3	HSLU_PSEAB	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU PA14_66790
180944	Q02EW4	HSLV_PSEAB	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV PA14_66770
455744	Q02EW6	SYR_PSEAB	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS PA14_66750
369963	Q02EW8	RL31_PSEAB	50S ribosomal protein L31	rpmE PA14_66710
27194	Q02EX8	AROK_PSEAB	Shikimate kinase (SK) (EC 2.7.1.71)	aroK PA14_66610
25321	Q02EX9	AROB_PSEAB	3-dehydroquinate synthase (EC 4.2.3.4)	aroB PA14_66600
92675	Q02EY3	DCUP_PSEAB	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE PA14_66550
529676	Q02EZ4	Y6641_PSEAB	UPF0061 protein PA14_66410	PA14_66410
267066	Q02EZ6	NHAP2_PSEAB	K(+)/H(+) antiporter NhaP2 (Potassium/proton antiporter NhaP2)	nhaP2 cvrA PA14_66380
247613	Q02EZ9	MSRA_PSEAB	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA PA14_66330
176287	Q02F21	HLDE_PSEAB	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE PA14_66060
466116	Q02F45	THIC_PSEAB	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC PA14_65740
319946	Q02F61	PSD_PSEAB	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd PA14_65500
414423	Q02F66	RSGA_PSEAB	Putative ribosome biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA PA14_65420
285351	Q02F67	ORN_PSEAB	Oligoribonuclease (EC 3.1.-.-)	orn PA14_65410
255606	Q02F72	MUTL_PSEAB	DNA mismatch repair protein MutL	mutL PA14_65350
236151	Q02F73	MIAA_PSEAB	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA PA14_65320
170971	Q02F74	HFQ_PSEAB	RNA-binding protein Hfq	hfq PA14_65310
175862	Q02F79	HISZ_PSEAB	ATP phosphoribosyltransferase regulatory subunit	hisZ PA14_65250
326018	Q02F80	PURA_PSEAB	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA PA14_65230
411212	Q02F83	RS6_PSEAB	30S ribosomal protein S6	rpsF PA14_65180
403977	Q02F84	RS18_PSEAB	30S ribosomal protein S18	rpsR PA14_65170
379312	Q02F86	RL9_PSEAB	50S ribosomal protein L9	rplI PA14_65150
259202	Q02F98	NADE_PSEAB	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE PA14_64980
494880	Q02FC5	UREG_PSEAB	Urease accessory protein UreG	ureG PA14_64670
494622	Q02FC6	UREF_PSEAB	Urease accessory protein UreF	ureF PA14_64660
494398	Q02FC7	UREE_PSEAB	Urease accessory protein UreE	ureE PA14_64650
281428	Q02FE6	OADC_PSEAB	Oxaloacetate decarboxylase (EC 4.1.1.3)	PA14_64440
493631	Q02FF2	URE2_PSEAB	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB PA14_64370
493896	Q02FF4	URE3_PSEAB	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA PA14_64350
494189	Q02FF5	URED_PSEAB	Urease accessory protein UreD	ureD PA14_64335
325269	Q02FG6	PUR9_PSEAB	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PA14_64200
312573	Q02FH0	PRMA_PSEAB	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA PA14_64140
428394	Q02FL3	SELA_PSEAB	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA PA14_63540
437608	Q02FP9	SPEH_PSEAB	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH PA14_63110
217201	Q02FQ1	LLDD_PSEAB	L-lactate dehydrogenase (EC 1.1.-.-)	lldD PA14_63090
441192	Q02FQ4	SSRP_PSEAB	SsrA-binding protein (Small protein B)	smpB PA14_63060
384411	Q02FQ6	RNFH_PSEAB	Protein RnfH	rnfH PA14_63040
160421	Q02FR0	GRPE_PSEAB	Protein GrpE (HSP-70 cofactor)	grpE PA14_62990
101764	Q02FR1	DNAK_PSEAB	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK PA14_62970
101006	Q02FR2	DNAJ_PSEAB	Chaperone protein DnaJ	dnaJ PA14_62960
88938	Q02FR3	DAPB_PSEAB	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB PA14_62940
380325	Q02FS0	RLME_PSEAB	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ PA14_62870
150871	Q02FS3	GLMM_PSEAB	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PA14_62840
473995	Q02FS4	TPIS_PSEAB	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA PA14_62830
349293	Q02FS6	RIMP_PSEAB	Ribosome maturation factor RimP	rimP PA14_62780
187488	Q02FS8	IF2_PSEAB	Translation initiation factor IF-2	infB PA14_62760
336753	Q02FS9	RBFA_PSEAB	Ribosome-binding factor A	rbfA PA14_62740
481803	Q02FT0	TRUB_PSEAB	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB PA14_62730
401508	Q02FT1	RS15_PSEAB	30S ribosomal protein S15	rpsO PA14_62720
307239	Q02FT2	PNP_PSEAB	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PA14_62710
140829	Q02FU0	G6PI_PSEAB	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi PA14_62620
290560	Q02FU1	PAND_PSEAB	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD PA14_62600
290078	Q02FU2	PANC_PSEAB	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC PA14_62590
289147	Q02FU3	PANB2_PSEAB	3-methyl-2-oxobutanoate hydroxymethyltransferase 2 (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase 2) (KPHMT 2)	panB2 PA14_62580
154226	Q02FU9	GLUQ_PSEAB	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	gluQ PA14_62510
430352	Q02FV2	SFSA_PSEAB	Sugar fermentation stimulation protein homolog	sfsA PA14_62470
476343	Q02FV3	TRMA_PSEAB	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA PA14_62450
177032	Q02FW7	HMUV_PSEAB	Hemin import ATP-binding protein HmuV (EC 3.6.3.-)	hmuV PA14_62280
190660	Q02FX9	ILVC_PSEAB	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC PA14_62130
248073	Q02FY2	MSRQ_PSEAB	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ PA14_62100
322433	Q02G02	PTH_PSEAB	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth PA14_61790
365089	Q02G03	RL25_PSEAB	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc PA14_61780
195580	Q02G05	ISPE_PSEAB	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE PA14_61750
217952	Q02G06	LOLB_PSEAB	Outer-membrane lipoprotein LolB	lolB PA14_61740
168423	Q02G08	HEM1_PSEAB	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA PA14_61710
343924	Q02G09	RF1_PSEAB	Peptide chain release factor 1 (RF-1)	prfA PA14_61700
254801	Q02G12	MURI_PSEAB	Glutamate racemase (EC 5.1.1.3)	murI PA14_61660
169982	Q02G19	HEMH_PSEAB	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PA14_61580
492933	Q02G28	UPP_PSEAB	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp PA14_61470
415424	Q02G49	RSMC_PSEAB	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC PA14_61220
380632	Q02G60	RLMG_PSEAB	Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.174) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG)	rlmG PA14_61090
246631	Q02G63	MSCL_PSEAB	Large-conductance mechanosensitive channel	mscL PA14_61050
418392	Q02G92	RTCA_PSEAB	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA PA14_60670
529043	Q02GA3	Y6053_PSEAB	UPF0114 protein PA14_60530	PA14_60530
361932	Q02GA9	RL21_PSEAB	50S ribosomal protein L21	rplU PA14_60460
365860	Q02GB0	RL27_PSEAB	50S ribosomal protein L27	rpmA PA14_60450
282163	Q02GB1	OBG_PSEAB	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg PA14_60445
313779	Q02GB2	PROB_PSEAB	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PA14_60420
